,Unnamed: 0,artist,song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,clusters
3186,3186,Lil Peep,Awful Things,0.366,0.797,1,-4.923,0,0.0812,0.0157,0.0,0.0694,0.181,169.986,7Hr2XoaGpIMKbNXCZDZ3le,214427,1
3187,3187,Lil Wayne,Love Me,0.674,0.608,8,-6.628,0,0.0334,0.0119,0.0,0.103,0.464,124.952,7tGlzXJv6GD5e5qlu5YmDg,253440,4
3188,3188,PnB Rock,Lovin' (feat. A Boogie wit da Hoodie),0.595,0.606,5,-6.335,0,0.0316,0.00258,0.0,0.344,0.168,92.075,2bwN9oZIn9XXSd8RlJ4FDM,210652,4
3189,3189,NAV,Wanted You (feat. Lil Uzi Vert),0.797,0.721,9,-4.912,0,0.0575,0.174,0.0,0.24,0.627,146.924,1gjxuBurykxzaqbDaqKKYU,228080,7
3190,3190,David Guetta,Dirty Sexy Money (feat. Charli XCX & French Montana),0.721,0.873,1,-4.741,1,0.119,0.0789,0.0,0.0824,0.552,79.943,0tPQPaOKM32WgMSbPCYyRH,172687,0
3191,3191,Logan Paul,No Handlebars,0.899,0.538,6,-6.285,0,0.179,0.0154,0.0,0.0698,0.711,135.988,6GuruFkRE6Uht7IUIfYhVl,152813,5
3192,3192,J. Cole,Deja Vu,0.663,0.411,9,-11.457,1,0.421,0.354,0.00016,0.179,0.171,174.002,1oqdOL4Zl4nRXoaGRWLUke,264747,5
3193,3193,blackbear,idfc,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,6y6jbcPG4Yn3Du4moXaenr,245172,6
3194,3194,Macklemore & Ryan Lewis,Same Love (feat. Mary Lambert),0.56,0.475,8,-9.05,1,0.173,0.718,2.18e-05,0.0994,0.308,84.899,6IFa4RUo2iM5L33Hkx82lr,320035,6
3195,3195,Fat Joe,All The Way Up (Remix),0.564,0.717,10,-6.403,0,0.397,0.097,0.0,0.493,0.423,117.489,2AYTGaclgKXACh13nJRVcV,284831,2
3196,3196,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,1f5cbQtDrykjarZVrShaDI,209269,7
3197,3197,Cheek,Enkelit,0.647,0.82,9,-5.312,0,0.0965,0.0112,0.0,0.169,0.397,95.081,6hAKGURpSwL2tvmfjnkWGr,201367,7
3198,3198,Kaija Koo,Että mitähän vittua - Vain elämää kausi 7,0.328,0.357,7,-9.533,0,0.0329,0.792,1.09e-06,0.158,0.363,159.423,6TcTdyQcyUOliG2ntoEsGU,280813,6
3199,3199,Todiefor,Tunak Tunak Tun (Remix) (feat. Daler Mehndi),0.683,0.915,10,-2.205,0,0.0967,0.026,0.019,0.111,0.574,160.0,6kZPtpO12FBAgkK4Cf0v18,186000,7
3200,3200,Takeo Ischi,New Bibi-Hendl (Heimatsender-Mix),0.729,0.977,9,-3.64,1,0.0413,0.129,0.0,0.277,0.972,133.019,70LmWcsIATDEceKxHkXadl,192000,0
3201,3201,GraphicMuzik,KahootGm,0.804,0.864,8,-7.006,1,0.0722,0.0749,0.912,0.0917,0.878,131.323,4pCrnGAg1Gl48HN3yyhBl8,136647,3
3202,3202,James Brown,I Got You (I Feel Good),0.597,0.501,7,-8.956,1,0.101,0.371,0.0,0.15,0.712,143.497,0fSeUcydFyyPF2YJKfekkC,166360,5
3203,3203,Murcy,Wii Turn Up (Wii Menu Remix),0.906,0.578,11,-5.241,0,0.0628,0.0115,0.867,0.0626,0.507,114.157,59OkvZEB9zPsEa6fQL2LlZ,195515,3
3204,3204,The Theme Song,Fuck This Shit I'm Out,0.758,0.687,7,-7.56,1,0.219,0.271,0.0,0.237,0.973,92.045,2RYjte6fWX1JZRszMkOkD0,25260,5
3205,3205,Sirealz,Beans Greens Potatoes Tomatoes,0.691,0.502,1,-8.635,1,0.122,0.0134,0.00294,0.0875,0.449,95.014,47gXPXYA6qX5SnqqNEC6jL,132127,5
3206,3206,Bag Raiders,Shooting Stars,0.636,0.72,11,-6.195,1,0.0432,0.0893,0.0178,0.0868,0.425,124.944,0UeYCHOETPfai02uskjJ3x,235813,4
3207,3207,Hampton The Hampster,The Hampsterdance Song,0.729,0.93,6,-7.96,0,0.0405,0.145,0.338,0.92,0.965,136.014,5pP3RGiUtFVZlWotyJb9Ei,212867,2
3208,3208,Charlie's Angels,The Benny Hill Show,0.734,0.915,8,-5.987,1,0.0779,0.381,0.894,0.289,0.654,126.871,0aeccCYNRjRw5YBOS6whEm,66747,3
3209,3209,Rebecca Black,Friday,0.684,0.889,8,-4.555,0,0.102,0.0307,2.57e-06,0.775,0.582,112.004,4fK6E2UywZTJIa5kWnCD6x,210026,2
3210,3210,Marvin Gaye,Let's Get It On,0.54,0.605,3,-10.629,1,0.0614,0.0459,1.71e-06,0.0745,0.629,166.91,4WGENqnUmbv0Ml9NwXMlsD,290933,1
3211,3211,The Chordettes,Mr. Sandman - 1954 #1 Billboard chart hit,0.623,0.315,9,-12.321,1,0.0475,0.709,0.0,0.0874,0.625,110.38,3zopUGxKy1Uz4cKtDGjZry,143133,6
3212,3212,Spongebob Squarepants,Electric Zoo,0.723,0.844,10,-8.684,0,0.0719,0.018,0.887,0.0341,1.0,164.92,56KyV36puztkiJ62ca3D1t,35613,3
3213,3213,Nikke Ankara,Rikkinäinen Prinsessa,0.538,0.878,11,-4.427,0,0.0644,0.057,0.0,0.295,0.661,183.998,3whMjJiy2d7Uv80A6Kmljw,192488,1
3214,3214,The Chainsmokers,Sick Boy,0.548,0.58,11,-7.524,0,0.121,0.104,0.0,0.127,0.462,180.066,2IKZkwHI5zsZf70STuhvOX,193893,1
3215,3215,Haloo Helsinki!,TEXAS (feat. JVG),0.664,0.928,0,-4.77,1,0.0928,0.0892,0.0,0.512,0.729,91.035,5ULiEi3KOYP1l7h8VXAsBH,213464,2
3216,3216,Vesala,Nyt on lähtö,0.324,0.673,10,-5.703,0,0.0681,0.0145,7.32e-06,0.173,0.285,84.909,2tYDR0h6i8KuWDJoYPlyj0,217636,4
3217,3217,Kasmir,Tulla Ja Mennä,0.639,0.685,1,-6.966,0,0.07,0.0132,0.0,0.0766,0.687,123.101,4GBhm60xuhtU2a0L9S4wOS,229874,7
3218,3218,Post Malone,rockstar,0.578,0.532,5,-6.636,0,0.066,0.117,8.97e-05,0.143,0.12,159.784,2U7Hu2RaNQNRi7izoJyZaX,218320,1
3219,3219,Dua Lipa,IDGAF,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,76cy1WJvNGJTj78UqeA5zr,217947,0
3220,3220,Julia Michaels,Heaven,0.544,0.379,7,-9.113,0,0.0412,0.863,0.0,0.083,0.322,199.756,4QfNOZN7vrQCQKK1ZJ3XPb,191813,6
3221,3221,Jenni Vartiainen,Väärään suuntaan,0.473,0.674,0,-8.178,1,0.0749,0.0754,0.0,0.119,0.0851,159.978,3hBHT6EFwiAABsMA1ZZBhf,271469,1
3222,3222,Yksi Totuus,Tsiigaa sun perää (feat. Raappana & Seksikäs-Suklaa),0.804,0.799,1,-3.26,0,0.197,0.353,4.74e-06,0.103,0.719,106.979,5UzPmB3EnktKPpILh42kfZ,185870,7
3223,3223,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",0.653,0.809,0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213,5CLGzJsGqhCEECcpnFQA8x,210773,0
3224,3224,Martin Garrix,So Far Away (feat. Jamie Scott & Romy Dya),0.526,0.52,6,-7.985,0,0.0569,0.435,0.0,0.197,0.13,149.119,0OlnLZY4cmQzT6ZGttvWBM,183637,6
3225,3225,Hailee Steinfeld,Capital Letters,0.672,0.82,0,-5.473,1,0.0767,0.0342,6.67e-06,0.0921,0.463,100.069,3towKHKVOXCCcL1fHv6xFO,219387,0
3226,3226,Saara Aalto,Monsters,0.581,0.731,0,-4.482,0,0.0387,0.0103,0.0,0.0602,0.272,121.931,0JGbU6NlewrskD138Wq04b,180587,4
3227,3227,Janieck,Does It Matter,0.728,0.756,10,-6.167,0,0.0581,0.0158,0.0,0.11,0.292,126.02,7FxidSR6IoL3qMRXxFJ8pd,208016,7
3228,3228,Zedd,The Middle,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,09IStsImFySgyp0pIQdqAc,184732,0
3229,3229,Stig Dogg,Don Diba,0.791,0.822,2,-5.563,1,0.0847,0.0265,0.00281,0.275,0.384,109.97,17HaArSkarbzF5vBblXY1h,213467,0
3230,3230,Dido,White Flag,0.512,0.525,5,-6.823,1,0.0401,0.327,3.3e-06,0.081,0.294,169.951,4kbz7rHVbyjKasuuqelccQ,240040,1
3231,3231,Pariisin Kevät,Tämän kylän poikii,0.684,0.693,2,-7.962,1,0.0286,0.156,0.000307,0.0767,0.721,118.004,0pakiWeYJcqrqka4SAaqa6,214667,0
3232,3232,Coldplay,Clocks,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,0BCPKOYdS2jbQ8iyB56Zns,307880,4
3233,3233,3OH!3,Double Vision,0.581,0.888,0,-3.198,1,0.0587,0.0018,0.0,0.413,0.629,120.041,3o2ESAMet1zR1aASlzrIxO,190707,2
3234,3234,Bryan Rice,There for You,0.529,0.842,1,-3.822,1,0.0384,0.0883,0.0,0.103,0.482,117.058,6E9aWZIw77puoe2NO4TL4s,225800,0
3235,3235,Jason Derulo,Don't Wanna Go Home,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,1r3myKmjWoOqRip99CmSj1,206080,7
3236,3236,Logic,Wassup,0.777,0.57,1,-6.833,1,0.0472,0.0869,0.0,0.121,0.321,139.993,5KVciTEfXvpcFHR3RFbtJy,219480,4
3237,3237,Logic,Contra,0.804,0.823,8,-5.837,1,0.0488,0.104,0.0,0.2,0.616,126.007,7u90MSvVyEjL0c8icaE7jl,217147,0
3238,3238,Logic,Everyday,0.667,0.741,1,-4.099,1,0.0378,0.0425,0.0,0.0761,0.422,149.908,4EAV2cKiqKP5UPZmY6dejk,204747,0
3239,3239,Foster The People,Pumped Up Kicks,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,7w87IxuO7BDcJ3YUqCyMTT,239600,7
3240,3240,Twenty One Pilots,Ride,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,2Z8WuEywRWYTKe1NybPQEW,214507,0
3241,3241,XXXTENTACION,SAD!,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,35ieKju5aLWFN5UgfJ27mL,166568,0
3242,3242,Tyga,Sip A Lil (feat. Gucci Mane),0.792,0.686,5,-5.599,1,0.0537,0.118,0.0,0.188,0.47,142.994,6MPR32vGG1AaQMYOfqvyqx,278601,0
3243,3243,Ida Paul & Kalle Lindroth,Kuka mä oon sulle,0.735,0.62,5,-7.353,1,0.0445,0.396,0.0,0.118,0.536,90.045,2ar6B69vBde0T2n7IGJcff,185150,0
3244,3244,Töölön Ketterä,Anna Mun Elää,0.748,0.874,0,-4.33,1,0.0508,0.00427,0.0,0.789,0.487,138.01,4Zsx4cCxvqivyMO6R7Fpb0,201015,2
3245,3245,SINI YASEMIN,Lihasmuistissa,0.638,0.598,1,-6.436,0,0.034,0.101,3.11e-05,0.141,0.432,123.105,1LVwSgLcGPCdlojTWmealI,209535,4
3246,3246,DJ Khaled,"Top Off (feat. JAY Z, Future & Beyoncé)",0.573,0.591,11,-6.715,0,0.331,0.0107,0.0,0.455,0.232,86.721,1W6wxOOYyJyyok8fqYSZ3m,230713,2
3247,3247,Evelina,Sun Vika,0.756,0.751,8,-5.6,0,0.0281,0.228,0.0,0.342,0.962,108.026,33B8pusNWL0lfl6rm2n8je,190545,7
3248,3248,Ruben,Walls,0.622,0.653,8,-5.131,1,0.0424,0.0456,0.0,0.11,0.451,89.933,2qqeOOmXStFrGbxX3BQP6p,196167,4
3249,3249,Luis Fonsi,Échame La Culpa,0.724,0.895,7,-3.617,1,0.0411,0.0322,0.0,0.097,0.64,96.022,1zsG4eaZmkA1dvjDDsAGLK,173720,0
3250,3250,Marshmello,Spotlight,0.546,0.822,7,-4.483,1,0.151,0.0145,0.0,0.742,0.615,150.06,6VrCmhRBFnuGKmtNfk4jDs,177600,2
3251,3251,Farruko,Krippy Kush (feat. Travis Scott & Rvssian) - Travis Scott Remix,0.741,0.679,9,-4.932,1,0.127,0.0862,0.0,0.112,0.513,163.097,6HdVpbKJtp4EDpfli4fcOm,236953,1
3252,3252,Ziv Zaifman,A Million Dreams,0.265,0.312,7,-11.689,1,0.0569,0.243,0.0,0.0893,0.0998,54.747,0RoA7ObU6phWpqhlC9zH4Z,269453,6
3253,3253,Khalid,Love Lies (with Normani),0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955,45Egmo7icyopuzJN0oMEdk,201707,1
3254,3254,Alexander Oscar,Number,0.635,0.594,7,-5.289,0,0.0498,0.114,0.0,0.0652,0.238,159.924,3PzNjV3A8cRiQBUuFmtkQ7,179199,1
3255,3255,Sigala,Lullaby,0.725,0.834,5,-3.913,0,0.037,0.0784,1.27e-05,0.0834,0.859,120.026,5xzCzOAOfRi4DOttSzvznR,204022,7
3256,3256,RAYE,Cigarette,0.805,0.674,2,-4.855,1,0.0677,0.0743,4.01e-05,0.139,0.534,114.992,1GnfpjuZ1NUjEXSir7F8Hj,187837,0
3257,3257,David Guetta,Like I Do,0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,6RnkFd8Fqqgk1Uni8RgqCQ,202500,2
3258,3258,Zedd,The Middle,0.748,0.652,7,-3.02,1,0.058,0.208,0.0,0.128,0.431,106.914,2ARqIya5NAuvFVHSN3bL0m,184732,0
3259,3259,CNCO,Reggaetón Lento (Bailemos),0.761,0.838,4,-3.073,0,0.0502,0.4,0.0,0.176,0.71,93.974,3AEZUABDXNtecAOSC1qTfo,222560,7
3260,3260,A$AP Rocky,Cocky (feat. London On Da Track),0.797,0.633,5,-4.815,1,0.238,0.223,0.0,0.109,0.577,156.015,1nO2NjuFkGaAWcMdJ1pNrp,232413,5
3261,3261,Hätä-Miikka,Kuuntele,0.556,0.728,11,-7.133,0,0.03,0.131,0.0199,0.0574,0.374,162.006,7ljhuMPoghjMONXNrZHFZi,204400,1
3262,3262,SANNI,Pornoo,0.756,0.594,0,-5.653,0,0.0591,0.0352,0.0,0.0715,0.712,123.967,4jPPK0bAYawEKXVQskRU9U,225737,7
3263,3263,Jaden,Breakfast (feat. A$AP Rocky),0.47,0.78,2,-7.823,1,0.604,0.277,0.0,0.693,0.161,80.6,08GMwsvnrVZqBDE9djqAia,184599,2
3264,3264,Kim Petras,I Don't Want It At All,0.766,0.739,6,-3.011,0,0.0835,0.105,0.0,0.084,0.751,110.018,4qexD6ObR5nzpFJNpvQxIr,250616,7
3265,3265,Rae Sremmurd,Powerglide (feat. Juicy J),0.711,0.824,1,-4.68,0,0.146,0.016,0.0,0.121,0.571,174.018,1rgxsijloDOt1mMFKLInxT,332301,1
3266,3266,Camila Cabello,Never Be the Same,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,4eWQlBRaTjPPUlzacqEeoQ,226973,4
3267,3267,SANNI,Kelpaat kelle vaan (Vain elämää kausi 7) [feat. Apocalyptica],0.372,0.398,4,-8.975,0,0.033,0.0139,0.0237,0.0684,0.237,88.32,1g5ekWqRgWCxG2vX14EFzn,203160,4
3268,3268,Cheek,Kuka muu muka,0.803,0.834,6,-5.311,1,0.0921,0.0721,0.0,0.106,0.841,99.963,1ZVkcGGkXyZrhiNy3wOAQR,222200,0
3269,3269,Suvi Teräsniska,Rakkaus on lumivalkoinen,0.617,0.411,10,-7.025,0,0.0255,0.703,0.0,0.0921,0.41,78.019,0bhngi9c1n0CXIhqKaYNtF,249373,6
3270,3270,SANNI,Vahinko,0.671,0.622,6,-4.869,1,0.0369,0.124,0.0,0.0925,0.241,117.004,6NZVZPUxsElLGfQPTEKMF5,240925,4
3271,3271,Selena Gomez & The Scene,Ghost Of You,0.526,0.64,1,-5.201,0,0.0393,0.687,0.0,0.049,0.227,84.822,2eW8aJXH9OSqJuw1UcPEj6,203253,6
3272,3272,Chisu,Mun koti ei oo täällä,0.513,0.547,0,-7.703,0,0.0369,0.118,2.37e-05,0.279,0.337,100.066,2OmyTvFhrEmkqSbtAgPdiD,269373,4
3273,3273,Cheek,Surulapsi (Vain elämää kausi 7),0.652,0.695,8,-6.967,0,0.0556,0.11,0.0,0.454,0.781,138.091,5pSSjM7U4ZIxcjdDLarOVI,188933,2
3274,3274,Zen Cafe,Piha ilman sadettajaa,0.683,0.713,0,-6.53,0,0.0276,0.0414,0.000335,0.14,0.644,94.998,56GoBnU8VlEQxD7CX86NHA,262440,7
3275,3275,JVG,Etenee (feat. Pete Parkkonen),0.748,0.691,11,-5.59,0,0.0444,0.341,0.0,0.147,0.68,127.976,0mX0wnwM3RibBriP2sYPbQ,220280,7
3276,3276,Diandra,Prinsessalle,0.325,0.21,2,-11.347,0,0.0299,0.899,0.000158,0.0684,0.0646,127.39,1dwvNUDc61IR9cE8IlACOr,224280,6
3277,3277,TUULI,Kaksoisolento,0.716,0.547,1,-5.287,0,0.0297,0.0729,0.0,0.233,0.342,100.0,6xN3fAZfP9WyN9gqs7OgnM,189234,4
3278,3278,JVG,Huominen on huomenna (feat. Anna Abreu),0.741,0.849,6,-4.094,1,0.133,0.0601,0.0,0.436,0.762,99.982,7ooHagUVhmaGGQzvPJ9xXs,221787,2
3279,3279,Egotrippi,Matkustaja,0.488,0.615,9,-4.377,1,0.0295,0.034,0.0,0.208,0.686,130.05,5esJb63Nbi1LeG0v4NyKTt,241320,1
3280,3280,Diandra,Paha poika,0.601,0.728,1,-5.108,0,0.0646,0.0867,8.43e-06,0.272,0.635,152.003,2tPEV1kekqG1XPyYTVjeNM,208440,7
3281,3281,Aste,Pumppaa,0.797,0.819,11,-3.856,0,0.232,0.0374,0.0,0.144,0.485,112.04,7v3pxNQScxFBOkV6evkyK4,210040,7
3282,3282,Brädi,Happee,0.799,0.933,7,-4.113,1,0.216,0.135,0.0,0.266,0.668,119.971,1o48K2U2TjjM46hVWztsU5,184253,0
3283,3283,Fifth Harmony,That's My Girl,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,2ACOWPLUe4A4KuQ5ioD2od,204013,1
3284,3284,Ida Paul & Kalle Lindroth,Päällekkäin,0.557,0.343,4,-9.51,0,0.0358,0.596,2.31e-06,0.32,0.367,199.89,5zT0kpzFSaonTEXxmgk4Q2,213284,6
3285,3285,Robin Packalen,Erilaiset,0.703,0.76,11,-5.751,0,0.0296,0.00426,0.0,0.102,0.489,110.011,1Zooe4vouCs2Wtzy89hLXn,214627,7
3286,3286,Uniikki,Paita Pois,0.904,0.864,8,-3.139,1,0.106,0.0995,0.0,0.0466,0.727,104.781,4owbVmieduN5u9ZZBXhy02,194787,0
3287,3287,Britney Spears,Trip to Your Heart,0.679,0.813,0,-5.237,1,0.295,0.0621,0.0,0.272,0.642,125.033,2qbhijQG7phGVHkPt22fTP,213773,0
3288,3288,Nikke Ankara,Kaadutaan,0.709,0.814,2,-4.252,1,0.0489,0.265,0.0,0.114,0.749,93.004,7nxmy3LKlWvVNTjo7vKSi1,232888,0
3289,3289,Britney Spears,Trouble for Me,0.731,0.674,0,-5.599,0,0.0452,0.00613,0.0,0.369,0.305,125.938,6fbb7VBPUjqicVq9XG7s3i,199947,2
3290,3290,Johanna Kurkela,Ehkä ensi elämässä,0.252,0.272,0,-11.413,0,0.042,0.66,0.00299,0.11,0.207,67.401,4CJ1fANo7GzNVLVDh1otoG,242693,6
3291,3291,JVG,"Mist sä tuut? (feat. Gracias, Paperi T, Juno, Stepa, Särre, Gasellit & Kube)",0.845,0.868,1,-4.856,1,0.24,0.275,0.0,0.612,0.911,103.021,7yUIuZY8IRepbCZLI9C7oh,377933,2
3292,3292,Nelli Matula,Lemmikki,0.643,0.59,4,-6.244,0,0.181,0.0218,0.0,0.0518,0.303,99.649,2XJWjh3lv33PaQOtH212qi,203039,4
3293,3293,Haloo Helsinki!,Kuussa tuulee,0.616,0.874,8,-5.975,0,0.0381,0.00509,0.00348,0.223,0.844,123.029,5zdMmHZqGHkQyfU6velIMU,245027,7
3294,3294,Jenni Vartiainen,Keinu (Vain elämää kausi 7),0.655,0.746,6,-6.355,0,0.0396,0.273,0.0,0.0756,0.482,144.979,5RLL3hPFVU3wfib1YijpvE,180975,7
3295,3295,Petri Nygård,Villi ja vitun vapaa,0.663,0.697,11,-5.274,1,0.0886,0.00414,0.0,0.0909,0.793,127.953,5tWk5AmzccMb4g2ktpjJNL,231373,0
3296,3296,Britney Spears,Up N' Down,0.856,0.743,4,-4.71,0,0.054,0.085,0.0,0.0739,0.833,120.006,30pIRfkIrvI88LaXReJ6HJ,222293,7
3297,3297,Beyoncé,Drunk in Love (feat. Jay-Z),0.583,0.621,5,-6.902,0,0.0479,0.00972,0.00106,0.181,0.399,140.036,6jG2YzhxptolDzLHTGLt7S,323480,4
3298,3298,Matias,#Dissaa,0.707,0.824,9,-3.852,1,0.0455,0.0165,0.0,0.101,0.517,106.033,1ZKNpjwhaCZmcGGvLqQi9k,209213,0
3299,3299,YOUNGHEARTED,Vaikeeta,0.683,0.442,1,-8.708,0,0.0398,0.394,0.000959,0.0966,0.202,109.892,5KZL8uMLL7mkxjvB8ualwF,231926,4
3300,3300,Pikku G,Kylki kyljessä,0.785,0.75,0,-5.996,1,0.154,0.339,2.73e-05,0.0478,0.837,99.986,4qj5Rw9KfiCSCVPldgaohs,249920,0
3301,3301,Erin,Ei taida tietää tyttö,0.768,0.62,2,-4.702,0,0.031,0.378,1.01e-05,0.11,0.732,92.003,3rL9VxLN6LzQqwOmBwOiub,208653,7
3302,3302,Aleksanteri Hakaniemi,Kynttilät,0.741,0.702,3,-7.206,1,0.057,0.0112,0.0,0.103,0.591,113.03,1XuIfWt9IwYRzwH2yrxZtc,232973,0
3303,3303,Nikke Ankara,Ettei Nyt Vaan Sattuis Mitään,0.591,0.943,3,-3.138,1,0.294,0.106,0.0,0.0648,0.891,164.711,6o6d9XguDF6aJYN6KzLU0e,186643,1
3304,3304,Evelina,Rakkaudesta lajiin,0.759,0.635,7,-4.583,1,0.0518,0.287,0.0,0.113,0.54,128.015,11Th9fPFor8PKJy4pk6LKr,195674,0
3305,3305,Ollie,Ongelma,0.698,0.625,7,-6.391,1,0.0354,0.276,0.000904,0.139,0.332,123.97,6Ybla3iDI40gVVqR5bTM21,219919,4
3306,3306,ILARI,Kapteeni käskee,0.821,0.612,1,-4.979,1,0.0563,0.0125,1.31e-06,0.253,0.384,128.004,7xRfNTW18gIo14hSwR3zOf,197604,0
3307,3307,Ellinoora,Glitteri,0.54,0.623,4,-7.122,1,0.0346,0.327,0.0859,0.208,0.476,94.037,5cN3TZfA73ZtcOVBYg6A6h,235595,4
3308,3308,Uniikki,Korkki Kii,0.654,0.757,11,-5.02,0,0.143,0.0675,0.0,0.153,0.617,164.025,1l250WsCkWRSCf6XPUtMjm,225868,7
3309,3309,Antti Tuisku,Mä hiihdän,0.479,0.616,2,-5.479,0,0.067,0.0754,0.0,0.102,0.371,180.17,7uWTswatFFFpcrIN7pjxaw,176211,1
3310,3310,Ollie,Sä Et Oo Sä,0.641,0.491,6,-5.121,0,0.0257,0.206,0.0,0.15,0.446,88.013,1tXF7sfiKLuHp6BW4q52zJ,189985,4
3311,3311,Trap City,iPhone Trap,0.759,0.958,10,-4.025,1,0.0569,0.00784,0.915,0.081,0.367,145.02,4Y6CcSwIrY7ks0u0QFuBpW,120922,3
3312,3312,Trap City,Krusty Krab,0.589,0.492,7,-6.672,1,0.401,0.511,0.269,0.663,0.957,150.302,4Wh080ljzFMD6wpNDDWyac,120112,2
3313,3313,Trap City,This Is Halloween - Trap Remix,0.557,0.978,5,-3.671,0,0.515,0.0479,0.103,0.454,0.492,168.053,1cOnvTNgetMZE17lh7C3ri,151824,2
3314,3314,Trap City,Christmas Trap,0.663,0.237,1,-16.382,1,0.0482,0.00351,0.697,0.136,0.126,126.013,3gEI16iBx9dhWyVM1gIpqV,259136,3
3315,3315,Trap City,Little Einsteins,0.743,0.75,7,-6.665,1,0.33,0.163,0.0,0.561,0.752,128.159,6X3lJWmeFrUYYhD61V75Wz,68494,5
3316,3316,Thomas & Friends,Thomas Theme,0.943,0.505,10,-12.124,0,0.0734,0.0793,3.84e-05,0.081,0.463,98.861,15SgAfCwXlyxMNPFgWkAlc,30891,5
3317,3317,Stryker Pose,Super Mario Bros - Original,0.0,0.331,0,-8.115,1,0.0,0.0321,0.917,0.0831,0.0,0.0,4DG4um6R0wx4WrqhhACc5g,88503,3
3318,3318,Teriyaki Boyz,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",0.757,0.892,6,-5.321,1,0.124,0.178,4.19e-05,0.0719,0.936,127.014,0upFohXrGxIIAjyaJmCkMU,255947,0
3319,3319,Shokk,You Reposted in the Wrong Neighborhood I Glue70 Mashup,0.805,0.643,10,-13.912,1,0.232,0.41,0.0,0.606,0.927,104.047,0hSzixwdKTfDQewDKq2cP5,196642,5
3320,3320,Bag Raiders,Shooting Stars,0.664,0.717,11,-5.699,1,0.0391,0.0528,0.000348,0.138,0.555,124.989,7tOcPDj3vyopZ404pY6UuP,227027,0
3321,3321,Denzel Curry,Ultimate,0.488,0.826,6,-3.11,0,0.305,0.0949,3.26e-06,0.246,0.762,112.65,5QxxIhXt7E8yR3F7U9ajiV,189974,7
3322,3322,Yello,Oh Yeah - Remastered 2005,0.748,0.907,6,-7.844,1,0.0611,0.0038,0.812,0.041,0.769,132.61,1iOHLlEsMbgJfYBFWy4TjG,185043,3
3323,3323,Logic,Grandpa's Space Ship,0.719,0.167,1,-18.942,1,0.889,0.266,0.0,0.152,0.161,119.082,3atCD3dVosUsd3KM2yzfeC,122093,5
3324,3324,Bad Wolves,Zombie,0.448,0.826,2,-3.244,0,0.0319,0.00756,0.0,0.117,0.19,77.093,1vNoA9F5ASnlBISFekDmg3,254805,4
3325,3325,Calpurnia,City Boy,0.639,0.923,4,-3.781,1,0.0364,0.192,3.15e-05,0.113,0.601,115.032,7gZ31tLr8IUW2rAO44outL,203507,0
3326,3326,ZHU,My Life,0.744,0.562,0,-7.89,0,0.0378,0.227,0.0898,0.103,0.161,109.981,2NDZ6i6UfOUSKgFiTQKbnv,294351,4
3327,3327,Years & Years,Sanctify,0.667,0.624,1,-5.527,1,0.0688,0.0152,2.05e-05,0.296,0.19,101.96,7gbpozqwdFoqvv19BTk2hu,189815,4
3328,3328,Buddy,Black (feat. A$AP Ferg),0.881,0.658,11,-6.845,0,0.403,0.38,0.0,0.0936,0.836,155.989,5We8lGFNpA1IkHAfIJU9XM,234307,5
3329,3329,JP Saxe,The Few Things,0.536,0.322,7,-12.834,1,0.0621,0.601,2.26e-05,0.113,0.236,135.5,4T5tKuQBjol779cYZyL9D2,244355,6
3330,3330,Lil Yachty,66,0.667,0.723,5,-4.31,0,0.27,0.0455,0.000193,0.213,0.251,148.058,6tarvNiKnEjYMj1VZhlDqR,153475,5
3331,3331,FLETCHER,I Believe You,0.46,0.498,5,-6.312,1,0.0282,0.219,0.00329,0.099,0.154,76.902,4GUXTRTjQ4voLzwLw9qbPx,192993,4
3332,3332,Slim Jxmmi,Brxnks Truck (feat. Rae Sremmurd),0.854,0.475,2,-9.986,1,0.269,0.0119,0.0,0.309,0.42,132.956,263le58t0LrdRlCZDcGQXd,149774,5
